name,total,dates,charges,countries,gang,all_american
"Crown Point, IN",156,01/29/25 - 05/18/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, JAMAICA, MAURITANIA, MEXICO, NICARAGUA, POLAND, UNITED KINGDOM, UNITED STATES, VENEZUELA",✅,0
"Weslaco, TX",156,01/23/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Liquor, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Threat, Traffic Offenses, Weapon Offenses","COLOMBIA, ECUADOR, EL SALVADOR, HONDURAS, MEXICO, UNITED STATES",✅,0
"San Pedro, CA",156,01/21/25 - 04/18/26,"Assault, Bribery, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BELIZE, CAMEROON, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, IRAN, JAMAICA, KAZAKHSTAN, KENYA, MEXICO, NICARAGUA, ROMANIA, RUSSIA, UNITED KINGDOM, UNITED STATES, VENEZUELA",,0
"Clarksville, TN",154,01/21/25 - 05/19/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","CANADA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GERMANY, GUATEMALA, HONDURAS, JAMAICA, MEXICO, MICRONESIA, FEDERATED STATES OF, PAKISTAN, PHILIPPINES, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Elgin, TX",153,02/13/25 - 05/19/26,"Assault, Burglary, Dangerous Drugs, General Crimes, Immigration, Larceny, Liquor, Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",✅,0
"Roswell, NM",153,02/12/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, JORDAN, MEXICO, NICARAGUA, PAKISTAN, RUSSIA, UKRAINE, UNITED STATES, UNKNOWN, VENEZUELA",,0
"Worcester, MA",153,01/27/25 - 05/20/26,"Assault, Damage Property, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Threat, Traffic Offenses, Weapon Offenses","BRAZIL, CHILE, COLOMBIA, CONGO, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GHANA, GUATEMALA, GUINEA, HAITI, HONDURAS, INDIA, JAMAICA, MAURITANIA, MEXICO, NICARAGUA, NIGERIA, PERU, PORTUGAL, SENEGAL, SPAIN, TURKIYE, UNITED STATES",,0
"Laurel, MD",152,01/22/25 - 05/19/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, Immigration, Invasion of Privacy, Liquor, Robbery, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","BOLIVIA, BRAZIL, CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, MEXICO, NICARAGUA, NIGERIA, PERU, UNITED STATES, UNKNOWN, VENEZUELA",✅,0
"West Memphis, AR",151,01/21/25 - 05/19/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Property, Traffic Offenses","AZERBAIJAN, BAHAMAS, BOSNIA-HERZEGOVINA, BRAZIL, CANADA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, EL SALVADOR, ERITREA, GEORGIA, GUATEMALA, HONDURAS, INDIA, INDONESIA, KAZAKHSTAN, KYRGYZSTAN, MARSHALL ISLANDS, MEXICO, MOLDOVA, MONTENEGRO, NICARAGUA, NIGERIA, RUSSIA, SENEGAL, TAJIKISTAN, TURKIYE, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Tempe, AZ",148,01/27/25 - 05/20/26,"Assault, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Forgery, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","AZERBAIJAN, BOLIVIA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, GUATEMALA, HONDURAS, IRAN, ISRAEL, JAMAICA, MEXICO, NICARAGUA, NIGERIA, PAKISTAN, ROMANIA, SUDAN, TURKIYE, UNITED STATES, URUGUAY, VENEZUELA, VIETNAM",✅,0
"Donna, TX",148,01/26/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Forgery, General Crimes, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",✅,0
"Pecos, TX",146,01/23/25 - 05/18/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Property, Threat, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, MEXICO, NICARAGUA, NIGERIA, NORTH MACEDONIA, UNITED STATES, VENEZUELA",,0
"Yuma, AZ",145,01/22/25 - 05/15/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Forgery, Homicide, Immigration, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, INDIA, IRAN, IRAQ, MEXICO, ROMANIA, UNITED STATES, VENEZUELA",,0
"Flushing, NY",145,01/28/25 - 05/18/26,"Assault, Bribery, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BRAZIL, BURMA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, KOREA, MEXICO, PARAGUAY, PERU, POLAND, SOUTH KOREA, SPAIN, UNITED STATES, VENEZUELA",✅,0
"Long Beach, CA",145,01/22/25 - 05/01/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","BELARUS, BELIZE, CAMBODIA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, LEBANON, MEXICO, NICARAGUA, PAKISTAN, PERU, PHILIPPINES, RUSSIA, TONGA, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Otay Mesa, CA",141,06/04/25 - 02/09/26,"Assault, Family Offenses, Forgery, Fraudulent Activities, Immigration, Invasion of Privacy, Public Peace, Robbery, Stolen Property, Traffic Offenses, Weapon Offenses","ARGENTINA, COLOMBIA, GUATEMALA, MEXICO, NICARAGUA, ROMANIA, RUSSIA, UNITED STATES",,0
"Bayamon, PR",140,01/27/25 - 04/23/26,"Assault, Burglary, Dangerous Drugs, Extortion, Fraudulent Activities, Homicide, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Traffic Offenses, Weapon Offenses","ARGENTINA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, HAITI, IRAN, JAMAICA, MEXICO, PERU, ROMANIA, UNITED STATES",,0
"Canton, OH",137,01/24/25 - 05/20/26,"Assault, Burglary, Damage Property, Extortion, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MAURITANIA, MEXICO, NICARAGUA, TURKIYE, UNITED STATES, VENEZUELA",,0
"Charleston, WV",137,02/15/25 - 05/12/26,"Assault, Commercialized Sexual Offenses, Flight / Escape, Fraudulent Activities, General Crimes, Immigration, Larceny, Liquor, Obstructing the Police, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, INDONESIA, JAMAICA, JORDAN, MALAWI, MAURITANIA, MEXICO, RUSSIA, TAIWAN, TAJIKISTAN, TURKIYE, UNITED STATES, VENEZUELA",,0
"Ontario, CA",136,01/27/25 - 04/23/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Immigration, Larceny, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, INDIA, INDONESIA, JAMAICA, MEXICO, NICARAGUA, RUSSIA, UNITED STATES",✅,0
"Schenectady, NY",135,01/23/25 - 05/20/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","AZERBAIJAN, BRAZIL, CAMEROON, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GEORGIA, GUATEMALA, GUYANA, HAITI, HONDURAS, INDIA, JAMAICA, KAZAKHSTAN, MAURITANIA, MEXICO, MICRONESIA, FEDERATED STATES OF, NICARAGUA, NIGERIA, PERU, RUSSIA, TRINIDAD AND TOBAGO, TURKIYE, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Cicero, IL",135,01/28/25 - 05/07/26,"Assault, Commercialized Sexual Offenses, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Stolen Vehicle, Traffic Offenses, Weapon Offenses","COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PANAMA, PERU, UNITED STATES, VENEZUELA",✅,0
"Round Rock, TX",135,02/05/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Forgery, Fraudulent Activities, Gambling, General Crimes, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sexual Assault, Traffic Offenses","CAMEROON, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, EL SALVADOR, GHANA, GUATEMALA, HONDURAS, LEBANON, MEXICO, NEPAL, NICARAGUA, PAKISTAN, PERU, RUSSIA, TURKIYE, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Fontana, CA",134,02/05/25 - 05/19/26,"Arson, Assault, Burglary, Dangerous Drugs, Embezzlement, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, Immigration, Kidnapping, Larceny, Liquor, Obscenity, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, NICARAGUA, PERU, ROMANIA, SYRIA, TAJIKISTAN, UNITED STATES, VENEZUELA",✅,0
"Santa Barbara, CA",132,01/24/25 - 04/30/26,"Arson, Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, Health / Safety, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Threat, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PERU, SAUDI ARABIA, UNITED STATES",✅,0
"Wilmington, DE",131,01/21/25 - 05/20/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, General Crimes, Homicide, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Threat, Traffic Offenses","BOLIVIA, BRAZIL, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, GUATEMALA, HAITI, HONDURAS, INDIA, JAMAICA, KENYA, MALI, MAURITANIA, MEXICO, PERU, ROMANIA, UNITED STATES, VENEZUELA",✅,0
"Lancaster, PA",131,01/27/25 - 05/16/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","AFGHANISTAN, BHUTAN, BURMA, CAMBODIA, COLOMBIA, COSTA RICA, CUBA, DEM REP OF THE CONGO, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, ERITREA, GUATEMALA, HAITI, HONDURAS, INDIA, JAMAICA, KENYA, LAOS, LIBERIA, MEXICO, NICARAGUA, PANAMA, PERU, RUSSIA, SOMALIA, TURKIYE, UNITED STATES, USSR, VENEZUELA, YEMEN",,0
"Houma, LA",130,01/26/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sexual Assault, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, GUATEMALA, HONDURAS, JORDAN, MEXICO, NICARAGUA, ST. VINCENT-GRENADINES, UNITED STATES, VENEZUELA",✅,0
"Hastings, MN",129,01/23/25 - 05/20/26,"Arson, Assault, Burglary, Dangerous Drugs, Family Offenses, Flight / Escape, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Threat, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, DJIBOUTI, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GHANA, GUATEMALA, HONDURAS, KENYA, LIBERIA, MEXICO, NICARAGUA, PERU, POLAND, ROMANIA, UNITED STATES, VENEZUELA",✅,0
"Lake Charles, LA",128,01/28/25 - 05/19/26,"Assault, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","BRAZIL, CHINA, PEOPLES REPUBLIC OF, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, JORDAN, MEXICO, NICARAGUA, PERU, TOGO, UNITED STATES, VENEZUELA",,0
"Burbank, CA",127,03/24/25 - 05/19/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","ARMENIA, AZERBAIJAN, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, EL SALVADOR, FRANCE, GUATEMALA, HONDURAS, IRAN, ISRAEL, MEXICO, MOLDOVA, PERU, ROMANIA, RUSSIA, SYRIA, UNITED STATES, VENEZUELA",✅,0
"Bellingham, WA",127,01/22/25 - 05/18/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, PAKISTAN, PERU, TANZANIA, UKRAINE, UNITED STATES, VENEZUELA",✅,0
"Indian Springs, NV",126,02/11/25 - 05/21/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Kidnapping, Larceny, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BAHAMAS, CANADA, CHILE, COLOMBIA, CUBA, CZECH REPUBLIC, ECUADOR, EL SALVADOR, ERITREA, GUATEMALA, HONDURAS, LAOS, MEXICO, MICRONESIA, FEDERATED STATES OF, NETHERLANDS, PHILIPPINES, UNITED STATES",✅,0
"Irvington, NJ",124,01/30/25 - 05/19/26,"Assault, Forgery, General Crimes, Homicide, Immigration, Larceny, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Vehicle, Traffic Offenses, Weapon Offenses","BURKINA FASO, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, JAMAICA, MEXICO, NICARAGUA, NIGERIA, PERU, PORTUGAL, SPAIN, UNITED STATES",✅,0
"Delano, CA",124,01/23/25 - 05/20/26,"Arson, Assault, Burglary, Dangerous Drugs, Family Offenses, Fraudulent Activities, Homicide, Immigration, Kidnapping, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","BELIZE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, IRAQ, ISRAEL, JAMAICA, LAOS, MEXICO, NICARAGUA, TURKIYE, UKRAINE, UNITED STATES",✅,0
"Evansville, IN",123,01/22/25 - 05/18/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BAHAMAS, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, EL SALVADOR, GEORGIA, GUATEMALA, HAITI, HONDURAS, MEXICO, NICARAGUA, RUSSIA, TURKIYE, UNITED STATES, VENEZUELA, VIETNAM",,0
"Aurora, IL",121,01/23/25 - 04/12/26,"Assault, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ALGERIA, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, KYRGYZSTAN, MEXICO, NICARAGUA, RUSSIA, RWANDA, SOMALIA, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Fayetteville, GA",120,02/06/25 - 05/20/26,"Assault, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Threat, Traffic Offenses","BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, KENYA, MEXICO, NICARAGUA, PANAMA, PERU, ROMANIA, SENEGAL, UNITED STATES, VENEZUELA",✅,0
"Idaho Falls, ID",119,02/04/25 - 05/11/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses","BOLIVIA, COLOMBIA, CUBA, GUATEMALA, HONDURAS, MEXICO, PERU, ROMANIA, UNITED STATES, VENEZUELA",,0
"Delray Beach, FL",118,01/27/25 - 05/20/26,"Assault, Commercialized Sexual Offenses, Conservation, Damage Property, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Stolen Property, Traffic Offenses","BRAZIL, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, ITALY, JAMAICA, MEXICO, NICARAGUA, PERU, SOUTH AFRICA, UNITED STATES, VENEZUELA",✅,0
"Chatsworth, CA",117,02/25/25 - 05/18/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Kidnapping, Larceny, Public Peace, Robbery, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ARMENIA, CAMEROON, CANADA, COLOMBIA, ECUADOR, EGYPT, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, INDIA, IRAN, KAZAKHSTAN, KYRGYZSTAN, LAOS, MEXICO, NICARAGUA, NIGERIA, PERU, PHILIPPINES, RUSSIA, TRINIDAD AND TOBAGO, TURKIYE, UNITED STATES, VENEZUELA",✅,0
"Staten Island, NY",117,02/05/25 - 05/19/26,"Assault, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Immigration, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Tax Revenue, Traffic Offenses","ALGERIA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GHANA, GUATEMALA, GUYANA, HONDURAS, INDIA, LEBANON, MEXICO, NORTH MACEDONIA, PERU, POLAND, SPAIN, SRI LANKA, TURKIYE, UNITED STATES, UZBEKISTAN, VENEZUELA, YEMEN",,0
"Easton, PA",115,01/28/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ARGENTINA, BAHAMAS, BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GERMANY, GHANA, GUATEMALA, HONDURAS, INDIA, JAMAICA, MEXICO, NETHERLANDS, PERU, PORTUGAL, ROMANIA, SOUTH KOREA, TURKS AND CAICOS ISLANDS, UNITED STATES, VENEZUELA",✅,0
"Shakopee, MN",114,02/20/25 - 05/20/26,"Assault, Damage Property, Dangerous Drugs, Family Offenses, Fraudulent Activities, Homicide, Immigration, Kidnapping, Larceny, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Threat, Traffic Offenses","BOSNIA-HERZEGOVINA, BRAZIL, BURMA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GAMBIA, GEORGIA, GHANA, GUATEMALA, GUINEA, HONDURAS, INDIA, LAOS, MEXICO, MICRONESIA, FEDERATED STATES OF, NICARAGUA, RUSSIA, SOMALIA, SUDAN, TANZANIA, UKRAINE, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Vista, CA",112,01/26/25 - 05/15/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Obstructing the Police, Public Peace, Robbery, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ARMENIA, GUATEMALA, HONDURAS, INDIA, MEXICO, SOUTH KOREA, UNITED STATES, VENEZUELA, VIETNAM",,0
"Westbury, NY",112,06/01/25 - 05/20/26,"Assault, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ARMENIA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, JAMAICA, MEXICO, NICARAGUA, PERU, SPAIN, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
