name,total,dates,charges,countries,gang,all_american
"Michigan City, IN",12,02/14/25 - 05/20/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Liquor, Obstructing the Police","COLOMBIA, INDIA, MEXICO, UNITED STATES, VENEZUELA",,0
"Blue Springs, MO",12,03/03/25 - 05/06/26,"Forgery, Kidnapping, Larceny, Traffic Offenses","CUBA, GUATEMALA, HONDURAS, HUNGARY, MEXICO, NIGERIA, UNITED STATES",,0
"Sugarland, TX",12,03/20/25 - 04/07/26,Traffic Offenses,"BRAZIL, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NIGERIA, UNITED STATES",,0
"Monticello, MN",12,12/30/25 - 02/10/26,"Assault, Flight / Escape, Immigration","COLOMBIA, ECUADOR, HONDURAS, INDIA, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Swanton, VT",11,05/09/25 - 04/21/26,"Assault, General Crimes, Immigration, Sex Offenses (Not Involving Assault or Commercialized Sex), Weapon Offenses","CANADA, COLOMBIA, GUATEMALA, HAITI, HONDURAS, INDIA, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Ny, NY",11,01/27/25 - 05/19/26,"Assault, Fraudulent Activities, Traffic Offenses, Weapon Offenses","BELIZE, CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, ECUADOR, MEXICO, UNITED STATES, VENEZUELA",✅,0
"Roslyn Heights, NY",11,08/06/25 - 04/19/26,,"COLOMBIA, ECUADOR, PARAGUAY, PERU, UNITED STATES, VENEZUELA",,0
"Daly City, CA",11,01/26/25 - 04/15/26,"Immigration, Sex Offenses (Not Involving Assault or Commercialized Sex), Threat","BRAZIL, COLOMBIA, GUATEMALA, NEPAL, NICARAGUA, UNITED STATES, UZBEKISTAN, VENEZUELA",,0
"Grants, NM",10,01/29/25 - 05/02/26,"Assault, Homicide, Immigration, Kidnapping, Robbery","DOMINICAN REPUBLIC, MEXICO, UNITED STATES",,0
"Whitestone, NY",10,05/26/25 - 04/10/26,"Assault, Dangerous Drugs, Family Offenses, General Crimes, Robbery","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, EL SALVADOR, GUATEMALA, UNITED STATES",✅,0
"Humacao, PR",10,02/15/25 - 04/26/26,Dangerous Drugs,"CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, PANAMA, UNITED STATES, VENEZUELA",,0
"Hood River, OR",10,08/20/25 - 12/18/25,"Dangerous Drugs, Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"Barceloneta, PR",10,03/25/25 - 05/08/26,Immigration,"DOMINICAN REPUBLIC, UNITED STATES",,0
"South Saint Paul, MN",10,01/06/26 - 04/09/26,"Assault, Burglary, Immigration, Traffic Offenses","BANGLADESH, ECUADOR, GUATEMALA, HONDURAS, LAOS, MEXICO, UNITED STATES",✅,0
"Gurnee, IL",10,07/12/25 - 10/28/25,"Assault, Larceny, Obstructing Judiciary, Congress, Legislature, Etc.","HONDURAS, MEXICO, UNITED STATES",,0
"Waianae, HI",10,06/03/25 - 04/21/26,,"CHINA, PEOPLES REPUBLIC OF, THAILAND, UNITED STATES",,0
"West Fargo, ND",10,04/14/25 - 05/06/26,"Assault, Traffic Offenses","COLOMBIA, GUATEMALA, HONDURAS, LIBERIA, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Maxwell, NE",10,07/14/25 - 05/20/26,Traffic Offenses,"EL SALVADOR, HONDURAS, MEXICO, UNITED STATES",,0
"Maspeth, NY",10,02/26/25 - 03/18/26,"Assault, Larceny, Sexual Assault, Traffic Offenses","COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, MEXICO, UNITED STATES, VENEZUELA",,0
"Lewisburg, WV",9,06/09/25 - 01/09/26,"Assault, Dangerous Drugs, Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"Key Largo, FL",9,05/31/25 - 04/22/26,"Immigration, Sexual Assault","CUBA, GUATEMALA, MEXICO, UNITED STATES",,0
"Kew Gardens, NY",9,02/27/25 - 12/03/25,"Assault, Homicide, Obstructing Judiciary, Congress, Legislature, Etc., Stolen Property","COLOMBIA, DOMINICAN REPUBLIC, EGYPT, GUYANA, JAMAICA, MEXICO, UNITED STATES, VENEZUELA",✅,0
"Bedford Hills, NY",9,02/14/25 - 05/07/26,"Assault, Homicide, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, ECUADOR, GUATEMALA, HONDURAS, JAMAICA, UNITED STATES",,0
"Conneaut, OH",9,05/19/25 - 04/10/26,"Assault, Burglary, Fraudulent Activities, Obstructing the Police, Weapon Offenses","EL SALVADOR, GUATEMALA, HAITI, HONDURAS, MEXICO, UNITED STATES, UZBEKISTAN",,0
"Rosedale, NY",9,09/09/25 - 03/06/26,"Fraudulent Activities, Traffic Offenses","COLOMBIA, EL SALVADOR, PERU, UNITED STATES, VENEZUELA",,0
"Roslyn, NY",9,05/29/25 - 02/18/26,Forgery,"CHINA, PEOPLES REPUBLIC OF, ECUADOR, HONDURAS, MEXICO, UNITED STATES",,0
"Carrizozo, NM",9,03/13/25 - 04/21/26,"Assault, Dangerous Drugs, Kidnapping, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","MEXICO, UNITED STATES, VENEZUELA",,0
"Mansfield, TX",9,03/12/25 - 04/08/26,"Burglary, Dangerous Drugs, Fraudulent Activities, Homicide, Traffic Offenses","EGYPT, INDIA, MEXICO, UNITED STATES",✅,0
"Ridgewood, NY",9,05/15/25 - 02/02/26,Sex Offenses (Not Involving Assault or Commercialized Sex),"ECUADOR, GUATEMALA, UNITED STATES",,0
"Wellington, FL",9,01/26/25 - 03/12/26,"Obstructing the Police, Traffic Offenses, Weapon Offenses","BAHAMAS, GUATEMALA, UNITED STATES",,0
"Wood Dale, IL",9,06/09/25 - 11/19/25,"Assault, Dangerous Drugs, Sexual Assault, Traffic Offenses","MEXICO, POLAND, SLOVAKIA, UNITED STATES",,0
"Bayonne, NJ",9,02/05/25 - 03/09/26,"Assault, Dangerous Drugs, Family Offenses, Traffic Offenses, Weapon Offenses","ALGERIA, COLOMBIA, DOMINICAN REPUBLIC, GUATEMALA, MEXICO, UNITED STATES",✅,0
"Moss Point, MS",9,05/14/25 - 04/20/26,"Assault, Traffic Offenses","CAMBODIA, GUATEMALA, MEXICO, UNITED STATES",,0
"Dorchester Center, MA",9,05/17/25 - 03/06/26,"Assault, Commercialized Sexual Offenses, Sex Offenses (Not Involving Assault or Commercialized Sex), Weapon Offenses","COLOMBIA, DOMINICAN REPUBLIC, GUATEMALA, HAITI, HONDURAS, UNITED STATES, VIETNAM",,0
"South Burlington, VT",9,01/27/25 - 03/11/26,"Assault, Burglary, Fraudulent Activities","ECUADOR, HAITI, HONDURAS, MOLDOVA, SOMALIA, UNITED STATES, VENEZUELA",,0
"Sells, AZ",8,09/12/25 - 03/26/26,Weapon Offenses,"MEXICO, UNITED STATES",,0
"West Hempstead, NY",8,01/22/25 - 02/03/26,"Assault, Public Peace, Traffic Offenses","DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, UNITED STATES",,0
"Slc, UT",8,02/22/25 - 05/05/26,"Assault, Immigration, Weapon Offenses","HONDURAS, MEXICO, PERU, UNITED STATES",✅,0
"Draper, UT",8,01/21/25 - 04/21/26,"Assault, Dangerous Drugs, General Crimes, Larceny, Sexual Assault","GERMANY, GUATEMALA, HONDURAS, MEXICO, ROMANIA, UNITED STATES, VENEZUELA",,0
"Jackson, MO",8,03/04/25 - 05/19/26,"Assault, Traffic Offenses","ECUADOR, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",✅,0
"Diamond Bar, CA",8,02/06/25 - 04/30/26,"Burglary, Sex Offenses (Not Involving Assault or Commercialized Sex)","CHINA, PEOPLES REPUBLIC OF, IRAN, MEXICO, TAIWAN, UNITED STATES",,0
"Palmview, TX",8,03/01/25 - 03/22/26,"Dangerous Drugs, Obstructing the Police, Public Peace, Traffic Offenses","MEXICO, UNITED STATES",,0
"East Palo Alto, CA",8,05/14/25 - 03/01/26,"Assault, Dangerous Drugs, Immigration","BRAZIL, EL SALVADOR, GUATEMALA, MEXICO, UNITED STATES",,0
"Manati, PR",8,08/05/25 - 02/09/26,,"DOMINICAN REPUBLIC, EL SALVADOR, TRINIDAD AND TOBAGO, UNITED STATES",,0
"McDade, TX",8,03/13/25 - 12/18/25,Immigration,"GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"Granada Hills, CA",8,05/09/25 - 02/12/26,"Assault, Burglary, Immigration, Robbery, Sexual Assault","ARMENIA, EL SALVADOR, GUATEMALA, INDIA, UNITED STATES",✅,0
"Yucaipa, CA",8,05/08/25 - 12/18/25,"Dangerous Drugs, Fraudulent Activities, Obstructing the Police","EL SALVADOR, GUATEMALA, MEXICO, UNITED STATES",✅,0
"Kingston, NY",7,02/25/25 - 09/16/25,"Assault, Family Offenses, General Crimes, Traffic Offenses","EL SALVADOR, GUATEMALA, JAMAICA, UNITED STATES, VENEZUELA",✅,0
"Queens Village, NY",7,01/22/25 - 12/19/25,"Assault, Burglary, Forgery, Traffic Offenses","BENIN, COLOMBIA, EL SALVADOR, GUYANA, UNITED STATES",✅,0
"Saluda, VA",7,04/24/25 - 04/22/26,"General Crimes, Immigration, Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, JAMAICA, MEXICO, UNITED STATES",,0
"West Hills, CA",7,05/22/25 - 05/06/26,"Dangerous Drugs, Family Offenses, Robbery, Traffic Offenses","AFGHANISTAN, EL SALVADOR, IRAN, ITALY, UNITED STATES",,0
"Presidio, TX",7,06/27/25 - 04/12/26,,"HONDURAS, MEXICO, UNITED STATES",,0
"Cumberland, RI",7,06/24/25 - 12/04/25,Assault,"COLOMBIA, EL SALVADOR, GUATEMALA, JAMAICA, UNITED STATES",,0
"Sherman Oaks, CA",7,07/03/25 - 04/02/26,"Assault, Burglary, Immigration","CHILE, CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, MEXICO, ROMANIA, UNITED STATES",✅,0
"Madison, ME",7,09/16/25 - 05/09/26,"Assault, Immigration, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, RUSSIA, UNITED KINGDOM, UNITED STATES",,0
"Palm Beach Gardens, FL",7,08/17/25 - 01/30/26,"Kidnapping, Obstructing Judiciary, Congress, Legislature, Etc.","GUATEMALA, HAITI, PAKISTAN, UNITED STATES",,0
"Tewksbury, MA",7,02/24/25 - 03/27/26,"Assault, Dangerous Drugs, General Crimes, Traffic Offenses","BRAZIL, DOMINICAN REPUBLIC, GUATEMALA, UNITED STATES",,0
"Temecula, CA",7,06/25/25 - 05/05/26,"Homicide, Immigration, Obstructing the Police","GUATEMALA, MEXICO, UNITED STATES",,0
"Aguada, PR",7,02/27/25 - 05/08/26,Immigration,"CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, HAITI, UNITED STATES",,0
"Molalla, OR",7,02/24/25 - 04/07/26,"Arson, Liquor","MEXICO, UNITED STATES",,0
"Montevideo, MN",7,12/16/25 - 05/15/26,"Assault, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","HONDURAS, NICARAGUA, UNITED STATES",,0
"Far Rockaway, NY",7,02/18/25 - 03/11/26,"Fraudulent Activities, Robbery","COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, NICARAGUA, UNITED STATES",,0
"Walker, LA",7,07/12/25 - 03/13/26,"Forgery, Immigration, Larceny","CUBA, GUATEMALA, MEXICO, UNITED STATES",,0
"Juncos, PR",7,06/30/25 - 02/18/26,Obstructing the Police,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Holts Summit, MO",6,07/08/25 - 09/16/25,,"MEXICO, UNITED STATES",,0
"Fort Plain, NY",6,07/11/25 - 05/14/26,Dangerous Drugs,"DOMINICAN REPUBLIC, GUATEMALA, MEXICO, UNITED STATES",,0
"Bayside, NY",6,07/27/25 - 04/16/26,"Fraudulent Activities, Larceny, Stolen Property","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, UNITED STATES",,0
"Portage, IN",6,09/18/25 - 05/12/26,Immigration,"INDONESIA, MEXICO, NICARAGUA, NIGERIA, UNITED STATES",,0
"Tarzana, CA",6,06/24/25 - 04/09/26,General Crimes,"IRAN, ISRAEL, UKRAINE, UNITED STATES",,0
"Forest Park, IL",6,08/03/25 - 10/07/25,Dangerous Drugs,"MEXICO, UNITED STATES",,0
"Rutland, VT",6,05/01/25 - 11/21/25,"Assault, Fraudulent Activities, Traffic Offenses","GREECE, INDIA, MEXICO, PERU, UNITED STATES",,0
"Bend, OR",6,01/26/25 - 04/22/26,"Homicide, Weapon Offenses","INDIA, MEXICO, NICARAGUA, UNITED STATES",,0
"Douglas, AZ",6,01/21/25 - 04/17/26,"Assault, Dangerous Drugs, Immigration, Traffic Offenses","MEXICO, UNITED STATES",,0
"Greenville, OH",6,02/07/25 - 04/02/26,"Assault, General Crimes, Traffic Offenses","CUBA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES",,0
"Colonie, NY",6,01/27/25 - 06/29/25,Immigration,"ECUADOR, GUATEMALA, MEXICO, UNITED STATES",,0
"Prince George, VA",6,01/23/25 - 08/05/25,"Assault, Dangerous Drugs, Forgery, Invasion of Privacy, Traffic Offenses","EL SALVADOR, HAITI, HONDURAS, MEXICO, UNITED STATES",✅,0
"Peru, IN",6,09/04/25 - 04/16/26,"Burglary, Fraudulent Activities, General Crimes, Traffic Offenses","DOMINICAN REPUBLIC, MEXICO, UNITED STATES, VENEZUELA",,0
"East Point, GA",6,03/04/25 - 01/02/26,"Dangerous Drugs, Traffic Offenses","COLOMBIA, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"Yauco, PR",5,02/24/26 - 04/05/26,,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Yorkville, IL",5,06/05/25 - 11/09/25,"Assault, Dangerous Drugs, Sexual Assault, Traffic Offenses","MEXICO, UNITED STATES",,0
"Clint, TX",5,02/20/25 - 10/17/25,Immigration,"BRAZIL, MEXICO, UNITED STATES",,0
"Central Point, OR",5,05/21/25 - 03/27/26,"Sex Offenses (Not Involving Assault or Commercialized Sex), Weapon Offenses","MEXICO, UNITED STATES",,0
"White City, OR",5,01/31/25 - 08/20/25,Traffic Offenses,"MEXICO, NETHERLANDS, UNITED STATES",,0
"Unknown, IL",5,09/17/25 - 11/19/25,Dangerous Drugs,"HONDURAS, MEXICO, UNITED STATES, VENEZUELA",,0
"Frederiksted, VI",5,06/30/25 - 03/23/26,Kidnapping,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Jamacia, NY",5,02/27/25 - 02/20/26,Larceny,"ECUADOR, JAMAICA, UNITED STATES",,0
"Fajardo, PR",5,01/27/25 - 05/12/26,Dangerous Drugs,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Massena, NY",5,02/12/25 - 09/24/25,"Larceny, Sexual Assault","CHINA, PEOPLES REPUBLIC OF, INDIA, UNITED STATES",,0
"Gurabo, PR",5,04/04/25 - 09/25/25,Immigration,"COLOMBIA, UNITED STATES",,0
"Elmira, NY",5,08/14/25 - 05/05/26,"Immigration, Larceny, Threat","EL SALVADOR, GUATEMALA, UNITED KINGDOM, UNITED STATES",,0
"Oswego, NY",5,04/23/25 - 05/06/26,"Family Offenses, Forgery","HONDURAS, MEXICO, UNITED STATES",,0
"Oneida, NY",5,07/14/25 - 01/20/26,"Threat, Weapon Offenses","ECUADOR, UNITED STATES, VENEZUELA",,0
"Columbus, NM",5,10/06/25 - 04/15/26,Dangerous Drugs,"MEXICO, UNITED STATES",,0
"Corvallis, OR",5,09/03/25 - 04/30/26,"Assault, Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"Canton, NY",5,01/27/25 - 12/16/25,"Larceny, Sexual Assault","CHINA, PEOPLES REPUBLIC OF, GUATEMALA, UNITED STATES",,0
"San Antonio, FL",5,10/02/25 - 05/05/26,"Assault, Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"Cozad, NE",5,02/12/25 - 05/01/26,"Assault, Traffic Offenses","EL SALVADOR, MEXICO, SPAIN, UNITED STATES",,0
"Pacific, MO",5,02/21/25 - 04/21/26,"Family Offenses, Sexual Assault","MEXICO, UNITED STATES",,0
"Charlotte Amalie, VI",5,02/06/25 - 04/21/26,Immigration,"DOMINICA, DOMINICAN REPUBLIC, UNITED STATES",,0
"West Park, FL",5,03/12/25 - 03/20/26,"Dangerous Drugs, Immigration","CUBA, HAITI, UNITED STATES, VENEZUELA",,0
"Yabucoa, PR",4,07/27/25 - 03/05/26,Dangerous Drugs,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Sicklerville, NJ",4,03/12/25 - 10/14/25,"Family Offenses, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","BRAZIL, GUATEMALA, MEXICO, UNITED STATES",,0
"Lincoln, RI",4,08/15/25 - 04/27/26,"Assault, Robbery","EL SALVADOR, GUATEMALA, LAOS, UNITED STATES",,0
"South Holland, IL",4,02/13/25 - 12/03/25,"Assault, General Crimes","HONDURAS, MEXICO, UNITED STATES",,0
"Hato Rey, PR",4,07/02/25 - 05/14/26,"Dangerous Drugs, Forgery, Immigration","COSTA RICA, DOMINICAN REPUBLIC, UNITED STATES",,0
"Lebanon, OR",4,10/06/25 - 04/17/26,,UNITED STATES,,1
"Andrade, CA",4,07/09/25 - 04/27/26,Larceny,"MEXICO, UNITED STATES",,0
"Rome, NY",4,03/31/25 - 09/11/25,"Assault, Larceny","GUATEMALA, INDIA, UNITED STATES",,0
"Rooseveltown, NY",4,02/20/25 - 05/16/26,Assault,"MEXICO, UNITED STATES",,0
"Center Moriches, NY",4,07/28/25 - 04/10/26,Sexual Assault,"ECUADOR, UNITED STATES",,0
"Moyock, NC",4,04/22/26 - 04/22/26,Immigration,"GUATEMALA, UNITED STATES",,0
"Rio Rico, AZ",4,01/29/25 - 04/24/26,,"MEXICO, UNITED STATES",,0
"Mt Pleasant, SC",4,03/31/25 - 02/12/26,"Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",✅,0
"Rio Grande, PR",4,01/26/25 - 03/27/26,Weapon Offenses,"DOMINICAN REPUBLIC, UNITED STATES",,0
"La Porte, TX",4,04/02/25 - 10/30/25,,"EL SALVADOR, HONDURAS, MEXICO, UNITED STATES",,0
"Kihei, HI",4,02/25/25 - 05/05/25,Traffic Offenses,"MEXICO, UNITED STATES",,0
"Moravia, NY",4,02/21/25 - 12/22/25,"Assault, Dangerous Drugs, Sexual Assault","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, EL SALVADOR, UNITED STATES",✅,0
"Wappingers Falls, NY",4,04/12/25 - 03/24/26,"Damage Property, Traffic Offenses","ECUADOR, MEXICO, UNITED STATES",,0
"Kailua-Kona, HI",4,08/14/25 - 12/18/25,"Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"College Station, TX",3,03/19/25 - 09/05/25,Immigration,"GUATEMALA, UNITED STATES, VENEZUELA",,0
"Clinton, LA",3,02/12/25 - 09/23/25,"Invasion of Privacy, Sex Offenses (Not Involving Assault or Commercialized Sex)","GUATEMALA, HONDURAS, UNITED STATES",,0
"Belen, NM",3,05/19/25 - 05/17/26,Stolen Vehicle,"MEXICO, UNITED STATES",,0
"Montpelier, VT",3,01/31/25 - 04/16/26,,UNITED STATES,✅,1
"Cibola, NM",3,03/09/26 - 04/16/26,Dangerous Drugs,"MEXICO, UNITED STATES",,0
"Bellwood, IL",3,05/29/25 - 10/29/25,"Assault, Weapon Offenses","MEXICO, NICARAGUA, UNITED STATES",,0
"Progreso, TX",3,03/21/25 - 03/31/26,,"MEXICO, UNITED STATES",,0
"Merrillville, IN",3,09/05/25 - 05/08/26,"Public Peace, Sexual Assault","MEXICO, UNITED STATES",,0
"Palm Desert, CA",3,05/16/25 - 07/25/25,"Obstructing Judiciary, Congress, Legislature, Etc.","FRANCE, MEXICO, UNITED STATES",,0
"Ray, ND",3,10/21/25 - 05/13/26,Larceny,"COLOMBIA, UNITED STATES",,0
"Richmond, VT",3,02/07/25 - 05/13/26,"Kidnapping, Traffic Offenses","ECUADOR, JAMAICA, UNITED STATES",,0
"Rincon, PR",3,01/08/26 - 05/12/26,,"CHINA, PEOPLES REPUBLIC OF, UNITED STATES",,0
"River Forest, IL",3,10/20/25 - 03/08/26,"Liquor, Traffic Offenses","MEXICO, UNITED STATES",,0
"Lake George, NY",3,06/17/25 - 12/30/25,"Larceny, Traffic Offenses","INDIA, MEXICO, UNITED STATES",,0
"Arizona City, AZ",3,03/26/25 - 02/07/26,Fraudulent Activities,"MEXICO, RUSSIA, UNITED STATES",,0
"Houlton, ME",3,06/18/25 - 04/02/26,Dangerous Drugs,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Boyds, MD",3,02/24/25 - 11/14/25,"Assault, Kidnapping","CAMEROON, NICARAGUA, UNITED STATES",✅,0
"Las Piedras, PR",3,06/30/25 - 11/18/25,,UNITED STATES,,1
"Anasco, PR",3,06/23/25 - 05/08/26,,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Boxborough, MA",3,04/24/25 - 09/24/25,Immigration,"BRAZIL, UNITED STATES",,0
"Garden City, MI",3,05/09/25 - 09/04/25,"Sexual Assault, Traffic Offenses","BANGLADESH, MEXICO, UNITED STATES",,0
"Holtville, CA",3,10/15/25 - 12/11/25,Dangerous Drugs,"MEXICO, UNITED STATES",,0
"Amado, AZ",3,11/29/25 - 03/17/26,,"MEXICO, UNITED STATES",,0
"Westhampton Beach, NY",3,08/08/25 - 11/19/25,Sexual Assault,"GUATEMALA, UNITED STATES",,0
"Springfield Gardens, NY",3,10/15/25 - 05/05/26,Kidnapping,"COLOMBIA, GUYANA, UNITED STATES",✅,0
"Springfield, LA",3,03/04/26 - 04/14/26,,"HONDURAS, PAKISTAN, UNITED STATES",,0
"Springfield, SD",3,07/24/25 - 03/12/26,"Assault, Sexual Assault","GUATEMALA, LIBERIA, UNITED STATES",,0
"Southwest Ranches, FL",3,05/19/25 - 02/06/26,Assault,"EL SALVADOR, MEXICO, UNITED STATES",,0
"Dateland, AZ",3,09/02/25 - 11/14/25,,"EL SALVADOR, MEXICO, UNITED STATES",,0
"Alexander, ND",3,09/22/25 - 05/17/26,,"GUATEMALA, UNITED STATES",,0
"Highland, IN",2,06/19/25 - 12/09/25,Obstructing the Police,"MEXICO, UNITED STATES",,0
"Los Ebanos, TX",2,08/11/25 - 08/12/25,,UNITED STATES,,1
"Los Alamitos, CA",2,07/06/25 - 02/02/26,Assault,"CHINA, PEOPLES REPUBLIC OF, UNITED STATES",,0
"Little Neck, NY",2,06/19/25 - 04/06/26,Traffic Offenses,"CHINA, PEOPLES REPUBLIC OF, UNITED STATES",,0
"Bristol, VT",2,08/15/25 - 12/04/25,,UNITED STATES,,1
"Makawao, HI",2,05/06/25 - 03/11/26,,"GUATEMALA, UNITED STATES",,0
"Cape Vincent, NY",2,02/25/25 - 07/31/25,Assault,"EL SALVADOR, UNITED STATES",,0
"Saint Albans, NY",2,11/06/25 - 04/14/26,Public Peace,"PAKISTAN, UNITED STATES",,0
"Cave City, AR",2,04/03/26 - 04/03/26,,UNITED STATES,,1
"Sabana Seca, PR",2,11/05/25 - 12/04/25,,UNITED STATES,,1
"Boydton, VA",2,03/11/25 - 05/29/25,,"MEXICO, UNITED STATES",,0
"Blackwood, NJ",2,08/07/25 - 04/02/26,Threat,"MEXICO, UNITED STATES",,0
"Sullivan City, TX",2,07/19/25 - 08/26/25,Traffic Offenses,"MEXICO, UNITED STATES",,0
"Excelsior Springs, MO",2,12/25/25 - 04/15/26,General Crimes,"MEXICO, UNITED STATES",,0
"Melville, NY",2,03/19/25 - 02/06/26,Assault,"EL SALVADOR, UNITED STATES",,0
"Gouverneur, NY",2,09/10/25 - 03/24/26,,"MAURITANIA, UNITED STATES",,0
"Barre Town, VT",2,05/14/25 - 05/14/25,,UNITED STATES,,1
"Union, SC",2,12/07/25 - 04/29/26,Arson,"MEXICO, UNITED STATES",,0
"Barrigada, GU",2,11/25/25 - 11/26/25,,UNITED STATES,,1
"Groton, CT",2,08/29/25 - 03/11/26,,"GUATEMALA, UNITED STATES",,0
"Waitsfield, VT",2,01/29/25 - 01/29/25,,UNITED STATES,,1
"Iron River, MI",2,06/30/25 - 06/30/25,,UNITED STATES,✅,1
"Waterville, ME",2,05/21/25 - 12/12/25,Assault,"SOMALIA, UNITED STATES",,0
"Cowlik, AZ",2,04/08/26 - 04/08/26,,UNITED STATES,,1
"Cresco, PA",2,09/25/25 - 04/07/26,Fraudulent Activities,"UNITED STATES, VENEZUELA",✅,0
"Arverne, NY",2,09/23/25 - 02/05/26,,"UNITED STATES, VENEZUELA",,0
"Huger, SC",2,07/07/25 - 07/07/25,,UNITED STATES,,1
"Waunakee, WI",2,04/21/25 - 04/25/25,,"UNITED STATES, VENEZUELA",,0
"Westchester, CA",2,06/18/25 - 11/21/25,"Immigration, Smuggling","EL SALVADOR, UNITED STATES",,0
"Alexandria Bay, NY",2,08/19/25 - 08/31/25,,"CANADA, UNITED STATES",,0
"Hartville, MO",2,07/28/25 - 11/20/25,Traffic Offenses,"GUATEMALA, UNITED STATES",,0
"Hauula, HI",2,10/16/25 - 05/01/26,,UNITED STATES,,1
"Dover-Foxcroft, ME",2,11/14/25 - 11/14/25,,UNITED STATES,✅,1
"Daytona, FL",2,02/23/25 - 06/26/25,"Invasion of Privacy, Traffic Offenses","UNITED STATES, VENEZUELA",,0
"North Adams, MA",1,04/21/26 - 04/21/26,,UNITED STATES,,1
"New Haven, VT",1,01/23/26 - 01/23/26,,UNITED STATES,,1
"Dix Hills, NY",1,01/22/25 - 01/22/25,Larceny,UNITED STATES,,1
"Northville, NY",1,05/14/25 - 05/14/25,,UNITED STATES,,1
"Naguabo, PR",1,03/05/26 - 03/05/26,,UNITED STATES,,1
"Ocean View, HI",1,07/29/25 - 07/29/25,,UNITED STATES,,1
"Dyer, IN",1,08/13/25 - 08/13/25,,UNITED STATES,,1
"Culebra, PR",1,02/24/26 - 02/24/26,,UNITED STATES,,1
"Oswegatchie, NY",1,03/23/26 - 03/23/26,,UNITED STATES,,1
"Pahoa, HI",1,06/25/25 - 06/25/25,,UNITED STATES,,1
"Mount Carroll, IL",1,06/27/25 - 06/27/25,,UNITED STATES,,1
"Eastchester, NY",1,05/19/25 - 05/19/25,,UNITED STATES,,1
"Morongo Valley, CA",1,01/13/26 - 01/13/26,,UNITED STATES,,1
"Morro Bay, CA",1,02/18/26 - 02/18/26,,UNITED STATES,,1
"Perkinston, MS",1,11/18/25 - 11/18/25,,UNITED STATES,,1
"Coeymans Hollow, NY",1,05/09/25 - 05/09/25,,UNITED STATES,,1
